text	curie	name	predicate	provenance	source
GOBP_REGULATION_OF_CIRCULATING_FIBRINOGEN_LEVELS	msigdb:M48452	GOBP_REGULATION_OF_CIRCULATING_FIBRINOGEN_LEVELS	rdfs:label		msigdb
GOBP_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	msigdb:M48453	GOBP_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	rdfs:label		msigdb
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_OUTER_MEMBRANE	msigdb:M48455	GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_OUTER_MEMBRANE	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION	msigdb:M48457	GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	msigdb:M48458	GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	msigdb:M48459	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	rdfs:label		msigdb
GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	msigdb:M4846	GSE27786_CD8_TCELL_VS_NEUTROPHIL_UP	rdfs:label	pubmed:21540074	msigdb
GOBP_HEME_A_METABOLIC_PROCESS	msigdb:M48460	GOBP_HEME_A_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_HEME_B_METABOLIC_PROCESS	msigdb:M48461	GOBP_HEME_B_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_SPHINGOID_BIOSYNTHETIC_PROCESS	msigdb:M48462	GOBP_SPHINGOID_BIOSYNTHETIC_PROCESS	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	msigdb:M48463	GOBP_POSITIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	msigdb:M48464	GOBP_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	rdfs:label		msigdb
GOBP_RESPONSE_TO_CYCLOHEXIMIDE	msigdb:M48465	GOBP_RESPONSE_TO_CYCLOHEXIMIDE	rdfs:label		msigdb
GOBP_NONASSOCIATIVE_LEARNING	msigdb:M48466	GOBP_NONASSOCIATIVE_LEARNING	rdfs:label		msigdb
GOBP_CYTOSOL_TO_ENDOPLASMIC_RETICULUM_TRANSPORT	msigdb:M48467	GOBP_CYTOSOL_TO_ENDOPLASMIC_RETICULUM_TRANSPORT	rdfs:label		msigdb
GOBP_EPINEPHRINE_SECRETION	msigdb:M48468	GOBP_EPINEPHRINE_SECRETION	rdfs:label		msigdb
GOBP_NOREPINEPHRINE_SECRETION	msigdb:M48469	GOBP_NOREPINEPHRINE_SECRETION	rdfs:label		msigdb
GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN	msigdb:M4847	GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN	rdfs:label	pubmed:21540074	msigdb
GOBP_LATERAL_MESODERM_MORPHOGENESIS	msigdb:M48470	GOBP_LATERAL_MESODERM_MORPHOGENESIS	rdfs:label		msigdb
GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	msigdb:M48471	GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	rdfs:label		msigdb
GOBP_ENUCLEATE_ERYTHROCYTE_DEVELOPMENT	msigdb:M48472	GOBP_ENUCLEATE_ERYTHROCYTE_DEVELOPMENT	rdfs:label		msigdb
GOBP_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	msigdb:M48473	GOBP_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	rdfs:label		msigdb
GOBP_CELL_PROJECTION_MORPHOGENESIS	msigdb:M48474	GOBP_CELL_PROJECTION_MORPHOGENESIS	rdfs:label		msigdb
GOBP_SENSORY_PERCEPTION_OF_TOUCH	msigdb:M48475	GOBP_SENSORY_PERCEPTION_OF_TOUCH	rdfs:label		msigdb
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE	msigdb:M48476	GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT	msigdb:M48477	GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT	rdfs:label		msigdb
GOBP_REGULATION_OF_PROTEIN_TRANSPORT	msigdb:M48478	GOBP_REGULATION_OF_PROTEIN_TRANSPORT	rdfs:label		msigdb
GOBP_MEIOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	msigdb:M48479	GOBP_MEIOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	rdfs:label		msigdb
GSE27786_CD8_TCELL_VS_MONO_MAC_UP	msigdb:M4848	GSE27786_CD8_TCELL_VS_MONO_MAC_UP	rdfs:label	pubmed:21540074	msigdb
GOBP_LOCALIZATION_OF_CELL	msigdb:M48481	GOBP_LOCALIZATION_OF_CELL	rdfs:label		msigdb
GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	msigdb:M48482	GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	rdfs:label		msigdb
GOBP_CATECHOLAMINE_TRANSPORT	msigdb:M48483	GOBP_CATECHOLAMINE_TRANSPORT	rdfs:label		msigdb
GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	msigdb:M48484	GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_FERTILIZATION	msigdb:M48485	GOBP_NEGATIVE_REGULATION_OF_FERTILIZATION	rdfs:label		msigdb
GOBP_REGULATION_OF_MEIOSIS_I	msigdb:M48486	GOBP_REGULATION_OF_MEIOSIS_I	rdfs:label		msigdb
GOBP_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING	msigdb:M48487	GOBP_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING	rdfs:label		msigdb
GOBP_RANDOM_INACTIVATION_OF_X_CHROMOSOME	msigdb:M48488	GOBP_RANDOM_INACTIVATION_OF_X_CHROMOSOME	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	msigdb:M48489	GOBP_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	rdfs:label		msigdb
GSE27786_CD8_TCELL_VS_MONO_MAC_DN	msigdb:M4849	GSE27786_CD8_TCELL_VS_MONO_MAC_DN	rdfs:label	pubmed:21540074	msigdb
GOBP_GLYCOPHAGY	msigdb:M48490	GOBP_GLYCOPHAGY	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_STRESS_GRANULE_ASSEMBLY	msigdb:M48491	GOBP_POSITIVE_REGULATION_OF_STRESS_GRANULE_ASSEMBLY	rdfs:label		msigdb
GOBP_REGULATION_OF_MOLECULAR_FUNCTION	msigdb:M48492	GOBP_REGULATION_OF_MOLECULAR_FUNCTION	rdfs:label		msigdb
GOBP_D_ASPARTATE_TRANSMEMBRANE_TRANSPORT	msigdb:M48493	GOBP_D_ASPARTATE_TRANSMEMBRANE_TRANSPORT	rdfs:label		msigdb
GOBP_CUT_METABOLIC_PROCESS	msigdb:M48494	GOBP_CUT_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	msigdb:M48496	GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	rdfs:label		msigdb
GOBP_CEMENTUM_MINERALIZATION	msigdb:M48499	GOBP_CEMENTUM_MINERALIZATION	rdfs:label		msigdb
GSE13887_RESTING_VS_NO_TREATED_CD4_TCELL_UP	msigdb:M485	GSE13887_RESTING_VS_NO_TREATED_CD4_TCELL_UP	rdfs:label	pubmed:19201859	msigdb
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	msigdb:M4850	GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	rdfs:label		msigdb
GOBP_NITROGEN_COMPOUND_TRANSPORT	msigdb:M48500	GOBP_NITROGEN_COMPOUND_TRANSPORT	rdfs:label		msigdb
GOBP_NITROGEN_CYCLE_METABOLIC_PROCESS	msigdb:M48501	GOBP_NITROGEN_CYCLE_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_GLOMERULAR_ENDOTHELIUM_DEVELOPMENT	msigdb:M48502	GOBP_GLOMERULAR_ENDOTHELIUM_DEVELOPMENT	rdfs:label		msigdb
GOBP_METANEPHRIC_TUBULE_DEVELOPMENT	msigdb:M48503	GOBP_METANEPHRIC_TUBULE_DEVELOPMENT	rdfs:label		msigdb
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME	msigdb:M48504	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME	rdfs:label		msigdb
GOBP_RESPONSE_TO_PHENYLPROPANOID	msigdb:M48506	GOBP_RESPONSE_TO_PHENYLPROPANOID	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_MAPKKK_CASCADE_BY_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	msigdb:M48507	GOBP_POSITIVE_REGULATION_OF_MAPKKK_CASCADE_BY_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_PANCREATIC_JUICE_SECRETION	msigdb:M48508	GOBP_NEGATIVE_REGULATION_OF_PANCREATIC_JUICE_SECRETION	rdfs:label		msigdb
GOBP_REGULATION_OF_SPINDLE_CHECKPOINT	msigdb:M48509	GOBP_REGULATION_OF_SPINDLE_CHECKPOINT	rdfs:label		msigdb
GSE27786_NKCELL_VS_NKTCELL_UP	msigdb:M4851	GSE27786_NKCELL_VS_NKTCELL_UP	rdfs:label	pubmed:21540074	msigdb
GOBP_POSITIVE_REGULATION_OF_SPINDLE_CHECKPOINT	msigdb:M48510	GOBP_POSITIVE_REGULATION_OF_SPINDLE_CHECKPOINT	rdfs:label		msigdb
GOBP_ADAPTIVE_IMMUNE_MEMORY_RESPONSE	msigdb:M48511	GOBP_ADAPTIVE_IMMUNE_MEMORY_RESPONSE	rdfs:label		msigdb
GOBP_OLIGODENDROCYTE_APOPTOTIC_PROCESS	msigdb:M48512	GOBP_OLIGODENDROCYTE_APOPTOTIC_PROCESS	rdfs:label		msigdb
GOBP_NEURON_PROJECTION_GUIDANCE	msigdb:M48513	GOBP_NEURON_PROJECTION_GUIDANCE	rdfs:label		msigdb
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_ALTERNATIVE_NONHOMOLOGOUS_END_JOINING	msigdb:M48514	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_ALTERNATIVE_NONHOMOLOGOUS_END_JOINING	rdfs:label		msigdb
GOBP_MEMBRANE_TUBULATION	msigdb:M48515	GOBP_MEMBRANE_TUBULATION	rdfs:label		msigdb
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_BDNF	msigdb:M48516	GOBP_TRANS_SYNAPTIC_SIGNALING_BY_BDNF	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	msigdb:M48518	GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_FERROPTOSIS	msigdb:M48519	GOBP_NEGATIVE_REGULATION_OF_FERROPTOSIS	rdfs:label		msigdb
GSE27786_NKCELL_VS_NKTCELL_DN	msigdb:M4852	GSE27786_NKCELL_VS_NKTCELL_DN	rdfs:label	pubmed:21540074	msigdb
GOBP_REGULATION_OF_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	msigdb:M48520	GOBP_REGULATION_OF_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	rdfs:label		msigdb
GOBP_PROTEIN_LOCALIZATION_TO_MOTILE_CILIUM	msigdb:M48521	GOBP_PROTEIN_LOCALIZATION_TO_MOTILE_CILIUM	rdfs:label		msigdb
GOBP_INTERLEUKIN_10_MEDIATED_SIGNALING_PATHWAY	msigdb:M48522	GOBP_INTERLEUKIN_10_MEDIATED_SIGNALING_PATHWAY	rdfs:label		msigdb
GOBP_HRI_MEDIATED_SIGNALING	msigdb:M48524	GOBP_HRI_MEDIATED_SIGNALING	rdfs:label		msigdb
GOBP_MIGRACYTOSIS	msigdb:M48525	GOBP_MIGRACYTOSIS	rdfs:label		msigdb
GOBP_CGAS_STING_SIGNALING_PATHWAY	msigdb:M48526	GOBP_CGAS_STING_SIGNALING_PATHWAY	rdfs:label		msigdb
GOBP_TRANSPOSABLE_ELEMENT_SILENCING_BY_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION	msigdb:M48527	GOBP_TRANSPOSABLE_ELEMENT_SILENCING_BY_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION	rdfs:label		msigdb
GOBP_AUTOSOME_GENOMIC_IMPRINTING	msigdb:M48528	GOBP_AUTOSOME_GENOMIC_IMPRINTING	rdfs:label		msigdb
GSE27786_NKCELL_VS_ERYTHROBLAST_UP	msigdb:M4853	GSE27786_NKCELL_VS_ERYTHROBLAST_UP	rdfs:label	pubmed:21540074	msigdb
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	msigdb:M48530	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	rdfs:label		msigdb
GOBP_CAMP_PKA_SIGNAL_TRANSDUCTION	msigdb:M48531	GOBP_CAMP_PKA_SIGNAL_TRANSDUCTION	rdfs:label		msigdb
GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	msigdb:M48532	GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	rdfs:label		msigdb
GOBP_REGULATION_OF_POSTSYNAPSE_ASSEMBLY	msigdb:M48533	GOBP_REGULATION_OF_POSTSYNAPSE_ASSEMBLY	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_CGAS_STING_SIGNALING_PATHWAY	msigdb:M48534	GOBP_NEGATIVE_REGULATION_OF_CGAS_STING_SIGNALING_PATHWAY	rdfs:label		msigdb
GOBP_LIPID_DROPLET_FUSION	msigdb:M48535	GOBP_LIPID_DROPLET_FUSION	rdfs:label		msigdb
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS	msigdb:M48538	GOBP_L_AMINO_ACID_CATABOLIC_PROCESS	rdfs:label		msigdb
GOBP_IMPORT_INTO_THE_MITOCHONDRION	msigdb:M48539	GOBP_IMPORT_INTO_THE_MITOCHONDRION	rdfs:label		msigdb
GSE27786_NKCELL_VS_ERYTHROBLAST_DN	msigdb:M4854	GSE27786_NKCELL_VS_ERYTHROBLAST_DN	rdfs:label	pubmed:21540074	msigdb
GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS	msigdb:M48540	GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_NON_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS	msigdb:M48541	GOBP_NON_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS	rdfs:label		msigdb
GOBP_NON_PROTEINOGENIC_AMINO_ACID_CATABOLIC_PROCESS	msigdb:M48542	GOBP_NON_PROTEINOGENIC_AMINO_ACID_CATABOLIC_PROCESS	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	msigdb:M48543	GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	msigdb:M48544	GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	rdfs:label		msigdb
GOBP_LACTONE_METABOLIC_PROCESS	msigdb:M48545	GOBP_LACTONE_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_DENSE_CORE_GRANULE_TRANSPORT	msigdb:M48546	GOBP_DENSE_CORE_GRANULE_TRANSPORT	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_APOPTOTIC_PROCESS	msigdb:M48547	GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_APOPTOTIC_PROCESS	rdfs:label		msigdb
GOBP_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	msigdb:M48548	GOBP_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	rdfs:label		msigdb
GOCC_MICROTUBULE	msigdb:M4855	GOCC_MICROTUBULE	rdfs:label		msigdb
GOBP_REGULATION_OF_SPERM_CAPACITATION	msigdb:M48550	GOBP_REGULATION_OF_SPERM_CAPACITATION	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_SATELLITE_CELL_DIFFERENTIATION	msigdb:M48551	GOBP_NEGATIVE_REGULATION_OF_SATELLITE_CELL_DIFFERENTIATION	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_NEUROEPITHELIAL_CELL_DIFFERENTIATION	msigdb:M48552	GOBP_POSITIVE_REGULATION_OF_NEUROEPITHELIAL_CELL_DIFFERENTIATION	rdfs:label		msigdb
GOBP_CYTOCHROME_METABOLIC_PROCESS	msigdb:M48556	GOBP_CYTOCHROME_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	msigdb:M48557	GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	rdfs:label		msigdb
GOBP_L_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE	msigdb:M48558	GOBP_L_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE	rdfs:label		msigdb
GOBP_REGULATION_OF_CRISTAE_FORMATION	msigdb:M48559	GOBP_REGULATION_OF_CRISTAE_FORMATION	rdfs:label		msigdb
MORI_LARGE_PRE_BII_LYMPHOCYTE_DN	msigdb:M4856	MORI_LARGE_PRE_BII_LYMPHOCYTE_DN	rdfs:label	pubmed:18922927	msigdb
GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN	msigdb:M48560	GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN	rdfs:label		msigdb
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING	msigdb:M48561	GOBP_REGULATION_OF_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING	rdfs:label		msigdb
GOBP_L_PROLINE_TRANSMEMBRANE_TRANSPORT	msigdb:M48562	GOBP_L_PROLINE_TRANSMEMBRANE_TRANSPORT	rdfs:label		msigdb
GOBP_RESPONSE_TO_METHIONINE	msigdb:M48563	GOBP_RESPONSE_TO_METHIONINE	rdfs:label		msigdb
GOBP_ATP_EXPORT	msigdb:M48564	GOBP_ATP_EXPORT	rdfs:label		msigdb
GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS	msigdb:M48565	GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CHROMOSOME_SEPARATION	msigdb:M48566	GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CHROMOSOME_SEPARATION	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS	msigdb:M48567	GOBP_POSITIVE_REGULATION_OF_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS	rdfs:label		msigdb
GOBP_REGULATION_OF_AGGREPHAGY	msigdb:M48568	GOBP_REGULATION_OF_AGGREPHAGY	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_AGGREPHAGY	msigdb:M48569	GOBP_POSITIVE_REGULATION_OF_AGGREPHAGY	rdfs:label		msigdb
UROSEVIC_RESPONSE_TO_IMIQUIMOD	msigdb:M4857	UROSEVIC_RESPONSE_TO_IMIQUIMOD	rdfs:label	pubmed:16077073	msigdb
GOBP_POSITIVE_REGULATION_OF_ARTERY_MORPHOGENESIS	msigdb:M48570	GOBP_POSITIVE_REGULATION_OF_ARTERY_MORPHOGENESIS	rdfs:label		msigdb
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	msigdb:M48573	GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	rdfs:label		msigdb
GOBP_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORT	msigdb:M48574	GOBP_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORT	rdfs:label		msigdb
GOBP_CONDITIONED_PLACE_PREFERENCE	msigdb:M48575	GOBP_CONDITIONED_PLACE_PREFERENCE	rdfs:label		msigdb
GOBP_RESPONSE_TO_ODORANT	msigdb:M48576	GOBP_RESPONSE_TO_ODORANT	rdfs:label		msigdb
GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_LINEAGE_COMMITMENT	msigdb:M48578	GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_LINEAGE_COMMITMENT	rdfs:label		msigdb
GOBP_REGULATION_OF_GLUCOSYLCERAMIDE_CATABOLIC_PROCESS	msigdb:M48579	GOBP_REGULATION_OF_GLUCOSYLCERAMIDE_CATABOLIC_PROCESS	rdfs:label		msigdb
GSE27786_NKCELL_VS_NEUTROPHIL_UP	msigdb:M4858	GSE27786_NKCELL_VS_NEUTROPHIL_UP	rdfs:label	pubmed:21540074	msigdb
GOCC_GARP_COMPLEX	msigdb:M48581	GOCC_GARP_COMPLEX	rdfs:label		msigdb
GOCC_RADIAL_SPOKE_HEAD	msigdb:M48582	GOCC_RADIAL_SPOKE_HEAD	rdfs:label		msigdb
GOCC_STEREOCILIA_ANKLE_LINK_COMPLEX	msigdb:M48583	GOCC_STEREOCILIA_ANKLE_LINK_COMPLEX	rdfs:label		msigdb
GOCC_DNA_REPLICATION_FACTOR_A_COMPLEX	msigdb:M48584	GOCC_DNA_REPLICATION_FACTOR_A_COMPLEX	rdfs:label		msigdb
GOCC_DNA_DEPENDENT_PROTEIN_KINASE_DNA_LIGASE_4_COMPLEX	msigdb:M48585	GOCC_DNA_DEPENDENT_PROTEIN_KINASE_DNA_LIGASE_4_COMPLEX	rdfs:label		msigdb
GOCC_MRE11_COMPLEX	msigdb:M48586	GOCC_MRE11_COMPLEX	rdfs:label		msigdb
GOCC_CYTOSOLIC_PROTEASOME_COMPLEX	msigdb:M48587	GOCC_CYTOSOLIC_PROTEASOME_COMPLEX	rdfs:label		msigdb
GOCC_RDNA_HETEROCHROMATIN	msigdb:M48589	GOCC_RDNA_HETEROCHROMATIN	rdfs:label		msigdb
GSE27786_NKCELL_VS_NEUTROPHIL_DN	msigdb:M4859	GSE27786_NKCELL_VS_NEUTROPHIL_DN	rdfs:label	pubmed:21540074	msigdb
GOCC_MITOCHONDRIAL_CRISTA_JUNCTION	msigdb:M48591	GOCC_MITOCHONDRIAL_CRISTA_JUNCTION	rdfs:label		msigdb
GOCC_PYRUVATE_DEHYDROGENASE_COMPLEX	msigdb:M48592	GOCC_PYRUVATE_DEHYDROGENASE_COMPLEX	rdfs:label		msigdb
GOCC_DNA_DEPENDENT_PROTEIN_KINASE_COMPLEX	msigdb:M48593	GOCC_DNA_DEPENDENT_PROTEIN_KINASE_COMPLEX	rdfs:label		msigdb
GOCC_NF_KAPPAB_COMPLEX	msigdb:M48594	GOCC_NF_KAPPAB_COMPLEX	rdfs:label		msigdb
GOCC_NLRP1_INFLAMMASOME_COMPLEX	msigdb:M48595	GOCC_NLRP1_INFLAMMASOME_COMPLEX	rdfs:label		msigdb
GOCC_FAR_SIN_STRIPAK_COMPLEX	msigdb:M48596	GOCC_FAR_SIN_STRIPAK_COMPLEX	rdfs:label		msigdb
GOCC_AXONEMAL_DOUBLET_MICROTUBULE	msigdb:M48597	GOCC_AXONEMAL_DOUBLET_MICROTUBULE	rdfs:label		msigdb
GOCC_CYTOPLASMIC_SIDE_OF_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	msigdb:M48598	GOCC_CYTOPLASMIC_SIDE_OF_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	rdfs:label		msigdb
GOCC_POSTSYNAPTIC_ENDOSOME_MEMBRANE	msigdb:M48599	GOCC_POSTSYNAPTIC_ENDOSOME_MEMBRANE	rdfs:label		msigdb
GSE27786_NKCELL_VS_MONO_MAC_UP	msigdb:M4860	GSE27786_NKCELL_VS_MONO_MAC_UP	rdfs:label	pubmed:21540074	msigdb
GOCC_MIGRASOME	msigdb:M48600	GOCC_MIGRASOME	rdfs:label		msigdb
GOCC_TOM_COMPLEX	msigdb:M48601	GOCC_TOM_COMPLEX	rdfs:label		msigdb
GOCC_AXONEMAL_A_TUBULE_INNER_SHEATH	msigdb:M48602	GOCC_AXONEMAL_A_TUBULE_INNER_SHEATH	rdfs:label		msigdb
GOCC_AXONEMAL_B_TUBULE_INNER_SHEATH	msigdb:M48603	GOCC_AXONEMAL_B_TUBULE_INNER_SHEATH	rdfs:label		msigdb
GOCC_ENDODEOXYRIBONUCLEASE_COMPLEX	msigdb:M48604	GOCC_ENDODEOXYRIBONUCLEASE_COMPLEX	rdfs:label		msigdb
GOCC_GATOR1_COMPLEX	msigdb:M48605	GOCC_GATOR1_COMPLEX	rdfs:label		msigdb
GOCC_3M_COMPLEX	msigdb:M48606	GOCC_3M_COMPLEX	rdfs:label		msigdb
GOCC_EARP_COMPLEX	msigdb:M48607	GOCC_EARP_COMPLEX	rdfs:label		msigdb
GOMF_3_BETA_HYDROXYSTEROID_3_DEHYDROGENASE_NADPPLUS_ACTIVITY	msigdb:M48608	GOMF_3_BETA_HYDROXYSTEROID_3_DEHYDROGENASE_NADPPLUS_ACTIVITY	rdfs:label		msigdb
GOMF_NADH_DEHYDROGENASE_ACTIVITY	msigdb:M48609	GOMF_NADH_DEHYDROGENASE_ACTIVITY	rdfs:label		msigdb
VERHAAK_AML_WITH_NPM1_MUTATED_UP	msigdb:M4861	VERHAAK_AML_WITH_NPM1_MUTATED_UP	rdfs:label	pubmed:16109776	msigdb
GOMF_ALPHA_1_4_GLUCOSIDASE_ACTIVITY	msigdb:M48610	GOMF_ALPHA_1_4_GLUCOSIDASE_ACTIVITY	rdfs:label		msigdb
