text	curie	name	predicate	provenance	source
NR2B1-NR1H3 complex	complexportal:CPX-708	RXRalpha-LXRalpha nuclear hormone receptor complex	oboInOwl:hasRelatedSynonym		complexportal
RXRalpha-LXRalpha nuclear hormone receptor complex	complexportal:CPX-708	RXRalpha-LXRalpha nuclear hormone receptor complex	rdfs:label	pubmed:16107141,pubmed:18800767,pubmed:19167885,pubmed:25271621,pubmed:7744246	complexportal
HLF-BATF2 transcription factor complex	complexportal:CPX-7081	bZIP transcription factor complex, BATF2-HLF	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF2-HLF	complexportal:CPX-7081	bZIP transcription factor complex, BATF2-HLF	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
dCap(0)-RTC	complexportal:CPX-7083	SARS-CoV-2 dimeric Cap(0)-replication and transcription complex	oboInOwl:hasRelatedSynonym		complexportal
RTC	complexportal:CPX-7083	SARS-CoV-2 dimeric Cap(0)-replication and transcription complex	oboInOwl:hasRelatedSynonym		complexportal
replication-transcription complex	complexportal:CPX-7083	SARS-CoV-2 dimeric Cap(0)-replication and transcription complex	oboInOwl:hasRelatedSynonym		complexportal
SARS-CoV-2 dimeric Cap(0)-replication and transcription complex	complexportal:CPX-7083	SARS-CoV-2 dimeric Cap(0)-replication and transcription complex	rdfs:label	pubmed:16228002,pubmed:18255185,pubmed:19875418,pubmed:31138817,pubmed:31440227,pubmed:31987001,pubmed:32015508,pubmed:32277040,pubmed:32783916,pubmed:33208736,pubmed:33232691,pubmed:33821277,pubmed:34143953	complexportal
MAFF-BATF2 transcription factor complex	complexportal:CPX-7085	bZIP transcription factor complex, BATF2-MAFF	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF2-MAFF	complexportal:CPX-7085	bZIP transcription factor complex, BATF2-MAFF	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
SARS-CoV uncleaved Spike protein complex	complexportal:CPX-7088	SARS-CoV uncleaved Spike protein complex	rdfs:label	pubmed:16954221,pubmed:28008928,pubmed:28393837,pubmed:28636671,pubmed:30102747,pubmed:30356097,pubmed:34321669	complexportal
MERS-CoV uncleaved Spike protein complex	complexportal:CPX-7089	MERS-CoV uncleaved Spike protein complex	rdfs:label	pubmed:27791014,pubmed:28393837,pubmed:31792450,pubmed:32203189,pubmed:32288963	complexportal
EPC1:ING3:TIP60 complex	complexportal:CPX-709	Piccolo NuA4 histone acetyltransferase complex 	oboInOwl:hasRelatedSynonym		complexportal
EPC1:ING3:HTATIP complex	complexportal:CPX-709	Piccolo NuA4 histone acetyltransferase complex 	oboInOwl:hasRelatedSynonym		complexportal
Enhancer of polycomb homolog 1:ING3:KAT5 complex	complexportal:CPX-709	Piccolo NuA4 histone acetyltransferase complex 	oboInOwl:hasRelatedSynonym		complexportal
EPC1:Inhibitor of growth protein 3:KAT5	complexportal:CPX-709	Piccolo NuA4 histone acetyltransferase complex 	oboInOwl:hasRelatedSynonym		complexportal
picNuA4 complex	complexportal:CPX-709	Piccolo NuA4 histone acetyltransferase complex 	oboInOwl:hasRelatedSynonym		complexportal
Piccolo NuA4 histone acetyltransferase complex 	complexportal:CPX-709	Piccolo NuA4 histone acetyltransferase complex 	rdfs:label	pubmed:14966270	complexportal
MERS-CoV uncleaved Spike protein complex	complexportal:CPX-7090	MERS-CoV uncleaved Spike protein complex	rdfs:label	pubmed:23486063,pubmed:23831647,pubmed:28393837,pubmed:31792450,pubmed:32288963	complexportal
MLL3 methyltransferase complex	complexportal:CPX-7091	Histone-lysine N-methyltransferase complex, KMT2C variant	oboInOwl:hasRelatedSynonym		complexportal
MLL complex	complexportal:CPX-7091	Histone-lysine N-methyltransferase complex, KMT2C variant	oboInOwl:hasRelatedSynonym		complexportal
ASCOM complex	complexportal:CPX-7091	Histone-lysine N-methyltransferase complex, KMT2C variant	oboInOwl:hasRelatedSynonym		complexportal
Histone-lysine N-methyltransferase complex, KMT2C variant	complexportal:CPX-7091	Histone-lysine N-methyltransferase complex, KMT2C variant	rdfs:label	pubmed:17500065,pubmed:22266653,pubmed:23508102,pubmed:25998713,pubmed:26886794,pubmed:31804488	complexportal
BATF3 transcription factor complex	complexportal:CPX-7092	bZIP transcription factor complex, BATF3-BATF3	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-BATF3	complexportal:CPX-7092	bZIP transcription factor complex, BATF3-BATF3	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
BATF3-BACH2 transcription factor complex	complexportal:CPX-7093	bZIP transcription factor complex, BACH2-BATF3	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BACH2-BATF3	complexportal:CPX-7093	bZIP transcription factor complex, BACH2-BATF3	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
BATF3-CEBPA transcription factor complex	complexportal:CPX-7095	bZIP transcription factor complex, BATF3-CEBPA	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-CEBPA	complexportal:CPX-7095	bZIP transcription factor complex, BATF3-CEBPA	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
BATF3-CEBPB transcription factor complex	complexportal:CPX-7096	bZIP transcription factor complex, BATF3-CEBPB	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-CEBPB	complexportal:CPX-7096	bZIP transcription factor complex, BATF3-CEBPB	rdfs:label	pubmed:20102225,pubmed:23661758,pubmed:28186491	complexportal
BATF3-CEBPG transcription factor complex	complexportal:CPX-7097	bZIP transcription factor complex, BATF3-CEBPG	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-CEBPG	complexportal:CPX-7097	bZIP transcription factor complex, BATF3-CEBPG	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
BATF3-CEBPD transcription factor complex	complexportal:CPX-7098	bZIP transcription factor complex, BATF3-CEBPD	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-CEBPD	complexportal:CPX-7098	bZIP transcription factor complex, BATF3-CEBPD	rdfs:label	pubmed:20102225,pubmed:23661758,pubmed:28186491	complexportal
BATF3-CEBPE transcription factor complex	complexportal:CPX-7099	bZIP transcription factor complex, BATF3-CEBPE	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-CEBPE	complexportal:CPX-7099	bZIP transcription factor complex, BATF3-CEBPE	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
C/EBPalpha complex	complexportal:CPX-71	bZIP transcription factor complex, CEBPA-CEBPA	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, CEBPA-CEBPA	complexportal:CPX-71	bZIP transcription factor complex, CEBPA-CEBPA	rdfs:label	pubmed:23661758,pubmed:23850759,pubmed:28186491,pubmed:8657121	complexportal
NR2B1-NR1A2 complex	complexportal:CPX-710	RXRalpha-TRbeta nuclear hormone receptor complex	oboInOwl:hasRelatedSynonym		complexportal
Thyroid hormone receptor complex	complexportal:CPX-710	RXRalpha-TRbeta nuclear hormone receptor complex	oboInOwl:hasRelatedSynonym		complexportal
RXRalpha-TRbeta nuclear hormone receptor complex	complexportal:CPX-710	RXRalpha-TRbeta nuclear hormone receptor complex	rdfs:label	pubmed:21804933,pubmed:7746322	complexportal
BATF3-JUN transcription factor complex	complexportal:CPX-7100	bZIP transcription factor complex, BATF3-JUN	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-JUN	complexportal:CPX-7100	bZIP transcription factor complex, BATF3-JUN	rdfs:label	pubmed:23661758,pubmed:28186491,pubmed:28659618	complexportal
BATF3-JUNB transcription factor complex	complexportal:CPX-7101	bZIP transcription factor complex, BATF3-JUNB	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-JUNB	complexportal:CPX-7101	bZIP transcription factor complex, BATF3-JUNB	rdfs:label	pubmed:23661758,pubmed:28186491,pubmed:28659618	complexportal
BATF3-JUND transcription factor complex	complexportal:CPX-7102	bZIP transcription factor complex, BATF3-JUND	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-JUND	complexportal:CPX-7102	bZIP transcription factor complex, BATF3-JUND	rdfs:label	pubmed:20102225,pubmed:23661758,pubmed:28186491	complexportal
BATF3-MAFF transcription factor complex	complexportal:CPX-7103	bZIP transcription factor complex, BATF3-MAFF	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-MAFF	complexportal:CPX-7103	bZIP transcription factor complex, BATF3-MAFF	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
ASCOM complex	complexportal:CPX-7104	Histone-lysine N-methyltransferase complex, KMT2D variant	oboInOwl:hasRelatedSynonym		complexportal
MLL3 methyltransferase complex	complexportal:CPX-7104	Histone-lysine N-methyltransferase complex, KMT2D variant	oboInOwl:hasRelatedSynonym		complexportal
MLL complex	complexportal:CPX-7104	Histone-lysine N-methyltransferase complex, KMT2D variant	oboInOwl:hasRelatedSynonym		complexportal
Histone-lysine N-methyltransferase complex, KMT2D variant	complexportal:CPX-7104	Histone-lysine N-methyltransferase complex, KMT2D variant	rdfs:label	pubmed:17500065,pubmed:22266653,pubmed:23508102,pubmed:25998713,pubmed:26886794,pubmed:31804488	complexportal
BATF3-MAFG transcription factor complex	complexportal:CPX-7105	bZIP transcription factor complex, BATF3-MAFG	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-MAFG	complexportal:CPX-7105	bZIP transcription factor complex, BATF3-MAFG	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
BATF3-CHOP transcription factor complex	complexportal:CPX-7106	bZIP transcription factor complex, BATF3-DDIT3	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-DDIT3	complexportal:CPX-7106	bZIP transcription factor complex, BATF3-DDIT3	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
BATF3-HLF transcription factor complex	complexportal:CPX-7107	bZIP transcription factor complex, BATF3-HLF	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-HLF	complexportal:CPX-7107	bZIP transcription factor complex, BATF3-HLF	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
BATF3-DBP transcription factor complex	complexportal:CPX-7108	bZIP transcription factor complex, BATF3-DBP	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-DBP	complexportal:CPX-7108	bZIP transcription factor complex, BATF3-DBP	rdfs:label	pubmed:23661758,pubmed:28186491	complexportal
BATF3-CREB3 transcription factor complex	complexportal:CPX-7109	bZIP transcription factor complex, BATF3-CREB3	oboInOwl:hasRelatedSynonym		complexportal
bZIP transcription factor complex, BATF3-CREB3	complexportal:CPX-7109	bZIP transcription factor complex, BATF3-CREB3	rdfs:label	pubmed:20102225,pubmed:23661758,pubmed:28186491	complexportal
NR1C3-NCOA1 complex	complexportal:CPX-711	PPARgamma-NCOA1 activated nuclear receptor complex	oboInOwl:hasRelatedSynonym		complexportal
PPARG-SRC1 complex	complexportal:CPX-711	PPARgamma-NCOA1 activated nuclear receptor complex	oboInOwl:hasRelatedSynonym		complexportal
PPARgamma-NCOA1 activated nuclear receptor complex	complexportal:CPX-711	PPARgamma-NCOA1 activated nuclear receptor complex	rdfs:label	pubmed:16373399,pubmed:9744270	complexportal
Set1/Ash2 histone methyltransferase complex	complexportal:CPX-7110	Histone-lysine N-methyltransferase complex, SET1A variant	oboInOwl:hasRelatedSynonym		complexportal
Set1A histone methyltransferase complex	complexportal:CPX-7110	Histone-lysine N-methyltransferase complex, SET1A variant	oboInOwl:hasRelatedSynonym		complexportal
Histone-lysine N-methyltransferase complex, SET1A variant	complexportal:CPX-7110	Histone-lysine N-methyltransferase complex, SET1A variant	rdfs:label	pubmed:12670868,pubmed:22266653,pubmed:23508102,pubmed:25998713,pubmed:26886794,pubmed:31804488	complexportal
Set1/Ash2 histone methyltransferase complex	complexportal:CPX-7111	Histone-lysine N-methyltransferase complex, SET1B variant	oboInOwl:hasRelatedSynonym		complexportal
Set1B histone methyltransferase complex	complexportal:CPX-7111	Histone-lysine N-methyltransferase complex, SET1B variant	oboInOwl:hasRelatedSynonym		complexportal
Histone-lysine N-methyltransferase complex, SET1B variant	complexportal:CPX-7111	Histone-lysine N-methyltransferase complex, SET1B variant	rdfs:label	pubmed:12670868,pubmed:22266653,pubmed:23508102,pubmed:25998713,pubmed:26886794,pubmed:31804488	complexportal
MCM8-MCM9 DNA helicase complex	complexportal:CPX-7113	MCM8-MCM9 DNA helicase complex	rdfs:label	pubmed:26300262,pubmed:30743181	complexportal
Exocyst	complexportal:CPX-712	Exocyst	rdfs:label	pubmed:17989692,pubmed:22389680,pubmed:24192838,pubmed:26240175,pubmed:26394140,pubmed:26633194	complexportal
SPFH1-SPFH2 complex	complexportal:CPX-7121	ERLIN1-ERLIN2 complex	oboInOwl:hasRelatedSynonym		complexportal
ER lipid raft-associated protein compex	complexportal:CPX-7121	ERLIN1-ERLIN2 complex	oboInOwl:hasRelatedSynonym		complexportal
ERLIN1-ERLIN2 complex	complexportal:CPX-7121	ERLIN1-ERLIN2 complex	rdfs:label	pubmed:19240031,pubmed:34572057	complexportal
NR2B1-NR1A1 complex	complexportal:CPX-713	RXRalpha-TRalpha nuclear hormone receptor complex	oboInOwl:hasRelatedSynonym		complexportal
Thyroid hormone receptor complex	complexportal:CPX-713	RXRalpha-TRalpha nuclear hormone receptor complex	oboInOwl:hasRelatedSynonym		complexportal
RXRalpha-TRalpha nuclear hormone receptor complex	complexportal:CPX-713	RXRalpha-TRalpha nuclear hormone receptor complex	rdfs:label	pubmed:16936638,pubmed:21804933	complexportal
Hydride transfer complex	complexportal:CPX-7142	Hydride transfer complex	rdfs:label	pubmed:34547241	complexportal
ESCRT-0 complex, STAM2 variant	complexportal:CPX-7143	ESCRT-0 complex, STAM2 variant	rdfs:label	pubmed:19278655	complexportal
ESCRT-I complex, VPS37A-MVB12B variant	complexportal:CPX-7146	ESCRT-I complex, VPS37A-MVB12B variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:32424346	complexportal
ESCRT-I complex, VPS37C-MVB12A variant	complexportal:CPX-7147	ESCRT-I complex, VPS37C-MVB12A variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:32424346	complexportal
ESCRT-I complex, VPS37D-MVB12A variant	complexportal:CPX-7148	ESCRT-I complex, VPS37D-MVB12A variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:32424346	complexportal
BRCA1-BARD1 complex	complexportal:CPX-715	BRCA1-BARD1 complex	rdfs:label	pubmed:11573085	complexportal
NR2B2-NR1H3 complex	complexportal:CPX-716	RXRbeta-LXRalpha nuclear hormone receptor complex	oboInOwl:hasRelatedSynonym		complexportal
RXRbeta-LXRalpha nuclear hormone receptor complex	complexportal:CPX-716	RXRbeta-LXRalpha nuclear hormone receptor complex	rdfs:label	pubmed:25271621,pubmed:27011007	complexportal
ESCRT-I complex, VPS37A-MVB12A variant	complexportal:CPX-7162	ESCRT-I complex, VPS37A-MVB12A variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:32424346	complexportal
ESCRT-I complex, VPS37B-MVB12B variant	complexportal:CPX-7164	ESCRT-I complex, VPS37B-MVB12B variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:32424346	complexportal
bZIP transcription factor complex, BACH1-MAFF	complexportal:CPX-7165	bZIP transcription factor complex, BACH1-MAFF	rdfs:label	pubmed:23661758,pubmed:28186491,pubmed:33809182,pubmed:33897412	complexportal
ESCRT-I complex, VPS37C-MVB12B variant	complexportal:CPX-7166	ESCRT-I complex, VPS37C-MVB12B variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:32424346	complexportal
ESCRT-I complex, VPS37D-MVB12B variant	complexportal:CPX-7167	ESCRT-I complex, VPS37D-MVB12B variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:32424346	complexportal
NR2B2-NR1H3 complex	complexportal:CPX-717	RXRbeta-LXRalpha nuclear hormone receptor complex	oboInOwl:hasRelatedSynonym		complexportal
RXRbeta-LXRalpha nuclear hormone receptor complex	complexportal:CPX-717	RXRbeta-LXRalpha nuclear hormone receptor complex	rdfs:label	pubmed:25271621	complexportal
ING4:JADE1:HBO1:MEAF6 complex	complexportal:CPX-718	HBO1-4.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE1:HBOa:MEAF6 complex	complexportal:CPX-718	HBO1-4.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE1:MYST2:MEAF6 complex	complexportal:CPX-718	HBO1-4.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE1:KAT7:CENP-28 complex	complexportal:CPX-718	HBO1-4.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE1:KAT7:EAF6 complex	complexportal:CPX-718	HBO1-4.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:KIAA1807:KAT7:MEAF6 complex	complexportal:CPX-718	HBO1-4.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:PHF17:KAT7:MEAF6 complex	complexportal:CPX-718	HBO1-4.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
HBO1-4.1 histone acetyltransferase complex	complexportal:CPX-718	HBO1-4.1 histone acetyltransferase complex	rdfs:label	pubmed:16387653,pubmed:22144582	complexportal
ESCRT-I complex, VPS37A-UBAP1 variant	complexportal:CPX-7181	ESCRT-I complex, VPS37A-UBAP1 variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:21757351,pubmed:21757351,pubmed:22405001,pubmed:32424346	complexportal
ING4:KIAA0239:KAT7:MEAF6 complex	complexportal:CPX-719	HBO1-4.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:PHF15:KAT7:MEAF6 complex	complexportal:CPX-719	HBO1-4.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE2:HBO1:MEAF6complex	complexportal:CPX-719	HBO1-4.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE2:HBOa:MEAF6 complex	complexportal:CPX-719	HBO1-4.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE2:MYST2:MEAF6 complex	complexportal:CPX-719	HBO1-4.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE2:KAT7:CENP-28 complex	complexportal:CPX-719	HBO1-4.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE2:KAT7:EAF6 complex	complexportal:CPX-719	HBO1-4.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
HBO1-4.2 histone acetyltransferase complex	complexportal:CPX-719	HBO1-4.2 histone acetyltransferase complex	rdfs:label	pubmed:16387653,pubmed:22144582	complexportal
NKX2E homodimer complex	complexportal:CPX-72	NKX2-5 homodimer complex	oboInOwl:hasRelatedSynonym		complexportal
NKX2-5 homodimer complex	complexportal:CPX-72	NKX2-5 homodimer complex	rdfs:label	pubmed:11042197,pubmed:16510504	complexportal
ING4:KIAA0215:KAT7:MEAF6 complex	complexportal:CPX-720	HBO1-4.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:PHF16:KAT7:MEAF6 complex	complexportal:CPX-720	HBO1-4.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE3:HBO1:MEAF6 complex	complexportal:CPX-720	HBO1-4.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE3:HBOa:MEAF6 complex	complexportal:CPX-720	HBO1-4.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE3:MYST2:MEAF6 complex	complexportal:CPX-720	HBO1-4.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE3:KAT7:CENP-28 complex	complexportal:CPX-720	HBO1-4.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING4:JADE3:KAT7:EAF6 complex	complexportal:CPX-720	HBO1-4.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
HBO1-4.3 histone acetyltransferase complex	complexportal:CPX-720	HBO1-4.3 histone acetyltransferase complex	rdfs:label	pubmed:16387653,pubmed:22144582	complexportal
ESCRT-I complex, VPS37B-UBAP1 variant	complexportal:CPX-7201	ESCRT-I complex, VPS37B-UBAP1 variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:21757351,pubmed:22405001,pubmed:32424346	complexportal
ESCRT-I complex, VPS37C-UBAP1 variant	complexportal:CPX-7202	ESCRT-I complex, VPS37C-UBAP1 variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:21757351,pubmed:22405001,pubmed:32424346	complexportal
ESCRT-I complex, VPS37D-UBAP1 variant	complexportal:CPX-7203	ESCRT-I complex, VPS37D-UBAP1 variant	rdfs:label	pubmed:17145965,pubmed:18005716,pubmed:21757351,pubmed:22405001,pubmed:32424346	complexportal
Signal peptidase complex, SEC11C variant	complexportal:CPX-7205	Signal peptidase complex, SEC11C variant	rdfs:label	pubmed:34388369	complexportal
ING5:KIAA1807:KAT7:MEAF6 complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:PHF17:KAT7:MEAF6 complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE1:HBO1:MEAF6complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE1:HBOa:MEAF6 complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE1:MYST2:MEAF6 complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE1:KAT7:C1orf149 complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE1:KAT7:CENP-28 complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE1:KAT7:EAF6 complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
HBO1-5.1 histone acetyltransferase complex	complexportal:CPX-721	HBO1-5.1 histone acetyltransferase complex	rdfs:label	pubmed:16387653,pubmed:22144582	complexportal
ING5:JADE2:HBO1:MEAF6 complex	complexportal:CPX-722	HBO1-5.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE2:HBOa:MEAF6 complex	complexportal:CPX-722	HBO1-5.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE2:MYST2:MEAF6 complex	complexportal:CPX-722	HBO1-5.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE2:KAT7:CENP-28 complex	complexportal:CPX-722	HBO1-5.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE2:KAT7:EAF6 complex	complexportal:CPX-722	HBO1-5.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:KIAA0239:KAT7:MEAF6 complex	complexportal:CPX-722	HBO1-5.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:PHF15:KAT7:MEAF6 complex	complexportal:CPX-722	HBO1-5.2 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
HBO1-5.2 histone acetyltransferase complex	complexportal:CPX-722	HBO1-5.2 histone acetyltransferase complex	rdfs:label	pubmed:16387653,pubmed:22144582	complexportal
ERGIC2-ERGIC3 retrograde receptor complex	complexportal:CPX-7221	ERGIC2-ERGIC3 retrograde receptor complex	rdfs:label	pubmed:31142615	complexportal
ING5:JADE3:HBO1:MEAF6 complex	complexportal:CPX-723	HBO1-5.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE3:HBOa:MEAF6 complex	complexportal:CPX-723	HBO1-5.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE3:MYST2:MEAF6 complex	complexportal:CPX-723	HBO1-5.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE3:KAT7:CENP-28 complex	complexportal:CPX-723	HBO1-5.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:JADE3:KAT7:EAF6 complex	complexportal:CPX-723	HBO1-5.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:KIAA0215:KAT7:MEAF6 complex	complexportal:CPX-723	HBO1-5.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
ING5:PHF16:KAT7:MEAF6 complex	complexportal:CPX-723	HBO1-5.3 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
HBO1-5.3 histone acetyltransferase complex	complexportal:CPX-723	HBO1-5.3 histone acetyltransferase complex	rdfs:label	pubmed:16387653,pubmed:22144582	complexportal
Mitochondrial promoter complex	complexportal:CPX-7241	Mitochondrial transcription initiation complex	oboInOwl:hasRelatedSynonym		complexportal
Mitochondrial transcription initiation complex	complexportal:CPX-7241	Mitochondrial transcription initiation complex	rdfs:label	pubmed:29149603	complexportal
NXF1-NXT1 mRNA nuclear export factor complex	complexportal:CPX-725	NXF1-NXT1 mRNA nuclear export factor complex	rdfs:label	pubmed:25628361	complexportal
THO-DDX39A complex	complexportal:CPX-7261	TREX transcription-export complex, DX39A variant	oboInOwl:hasRelatedSynonym		complexportal
AREX complex	complexportal:CPX-7261	TREX transcription-export complex, DX39A variant	oboInOwl:hasRelatedSynonym		complexportal
TREX transcription-export complex, DX39A variant	complexportal:CPX-7261	TREX transcription-export complex, DX39A variant	rdfs:label	pubmed:33191911	complexportal
BR140:ING5:KAT6A:MEAF6 complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
BRPF1:ING5:KAT6A:CENP-28 complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
BRPF1:ING5:KAT6A:EAF6 complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
BRPF1:ING5:MOZ:MEAF6 complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
BRPF1:ING5:MYST3:MEAF6 complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
BRPF1:ING5:RUNXBP2:MEAF6 complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
BRPF1:ING5:ZNF220:MEAF6 complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
MOZ HAT complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	oboInOwl:hasRelatedSynonym		complexportal
MOZ1 histone acetyltransferase complex	complexportal:CPX-727	MOZ1 histone acetyltransferase complex	rdfs:label	pubmed:16387653,pubmed:18794358,pubmed:24633655	complexportal
ISW2 chromatin-remodeling complex variant 1	complexportal:CPX-728	ISW2 chromatin remodeling complex	oboInOwl:hasRelatedSynonym		complexportal
