subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
zfin:ZDB-GENE-200130-1	ccl20l	ncbigene:101884175	ccl20l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200303-1	kif1ca	ncbigene:570771	kif1c	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200318-2	chrna7b	ncbigene:101882451	LOC101882451	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200318-3	slc41a3	ncbigene:565671	si:ch211-236h17.3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200323-1	nek3	ncbigene:100536894	nek3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200330-1	magl	ncbigene:108180286	magl	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200330-2	tbx1l	ncbigene:100330653	LOC100330653	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200331-1	gvinp1l	ncbigene:101884245	gvinp1l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200331-2	thfp5	ncbigene:100003647	thfp5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200402-1	myhz1.1l	ncbigene:100008376	myhz1.1l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200413-1	mfsd8l1	ncbigene:564731	mfsd8l1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200414-1	mfsd14ba	ncbigene:557306	mfsd14ba	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200421-1	star2	ncbigene:100331467	star2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200520-1	slc47a2.2	ncbigene:560089	slc47a2.2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200617-1	cenpq	ncbigene:101885540	cenpq	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200618-1	fam171b	ncbigene:561242	fam171b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200723-1	olfcg14	ncbigene:100007225	LOC100007225	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200729-1	muc5fl	ncbigene:100332723	muc5fl	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-200916-1	gjc1	ncbigene:564307	gjc1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201012-1	cckbrb	ncbigene:100331465	cckbrb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201021-1	kcnel	ncbigene:101886280	LOC101886280	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201105-1	dcaf1	ncbigene:100333146	dcaf1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201110-1	gptl	ncbigene:100537633	gptl	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201110-2	slc25a17l	ncbigene:566378	slc25a17l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201111-2	cxcl-c13b	ncbigene:101883994	LOC101883994	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201118-1	pla2g4cl1	ncbigene:100148581	pla2g4cl1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201118-2	cx24	ncbigene:796202	LOC796202	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201119-1	dicp1.22	ncbigene:101885922	im:7142016	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201119-4	dicp1.25	ncbigene:100007258	dicp1.25	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201201-2	c1galt1b	ncbigene:564281	c1galt1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201217-1	cldn3a	ncbigene:100333863	LOC100333863	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201217-2	cldn5c	ncbigene:100333734	LOC100333734	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201221-1	cldn10c	ncbigene:110437809	cldn10c	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201223-1	cldn28	ncbigene:796314	cldn28	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201223-2	cldn31	ncbigene:100334365	cldn31	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201223-3	cldn33a	ncbigene:100002327	LOC100002327	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-201223-4	cldn36	ncbigene:100147871	LOC100147871	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-210112-1	slc12a2l	ncbigene:100537771	slc12a2l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-210629-1	pde9ab	ncbigene:571737	pde9ab	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-210812-1	gje1b	ncbigene:796202	LOC796202	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-211020-1	slc35d3	ncbigene:565603	slc35d3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-211021-1	grik3	ncbigene:100334689	grik3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-211110-1	tnpo2b	ncbigene:100005536	tnpo2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220119-1	ythdc2	ncbigene:567114	ythdc2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220321-1	nalf1b	ncbigene:101886421	LOC101886421	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220321-2	kiaa0895l	ncbigene:562097	kiaa0895l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220321-3	tmem229a	ncbigene:794725	tmem229a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220321-4	znf821	ncbigene:571740	znf821	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220328-1	enpp2l	ncbigene:101886447	enpp2l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220329-1	sctr	ncbigene:100537567	sctr	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220726-1	asgr1b	ncbigene:101886537	asgr1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-220914-1	uts2r2	ncbigene:110440145	LOC110440145	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-221121-1	nlrp3l2	ncbigene:100535428	nlrp3l2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230322-2	lplb	ncbigene:101884800	LOC101884800	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230512-1	ora3.2	ncbigene:100535282	LOC100535282	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230621-1	c3ar1	ncbigene:794255	c3ar1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230622-1	uts2rl	ncbigene:110440145	LOC110440145	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230814-1	si:ch211-230g14.3	ncbigene:110437743	si:ch211-230g14.3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230816-1	loc100150025	ncbigene:100150025	LOC100150025	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230906-1	loc101882496	ncbigene:101882496	LOC101882496	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230919-1	ctslb.4	ncbigene:100536033	LOC100536033	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-230919-2	si:ch1073-464p5.2	ncbigene:791500	LOC791500	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231012-1	loc100332737	ncbigene:100332737	LOC100332737	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231108-1	loc103908682	ncbigene:103908682	LOC103908682	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231129-1	loc103909937	ncbigene:103909937	LOC103909937	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231129-2	plcb4a	ncbigene:100537538	LOC100537538	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231129-3	plcb1	ncbigene:101886206	LOC101886206	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231129-4	kcnt2b	ncbigene:565691	LOC565691	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231129-5	hrc	ncbigene:553296	hrc	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231213-1	grm7	ncbigene:100331190	LOC100331190	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231218-1	map4k1	ncbigene:101883459	LOC101883459	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-231219-1	hcar2	ncbigene:101884973	LOC101884973	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-240222-1	tex47	ncbigene:100006770	tex47	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-240305-1	pierce2	ncbigene:103909108	c18h15orf65	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-102	sox19a	ncbigene:30038	sox19a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-104	tncb	ncbigene:30037	tncb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-109	ckma	ncbigene:30095	ckma	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-110	ins	ncbigene:30262	ins	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-111	epd	ncbigene:30199	epd	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-112	isl1a	ncbigene:30147	isl1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-114	dlb	ncbigene:30141	dlb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-115	nr2f1a	ncbigene:30418	nr2f1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-116	lhx1b	ncbigene:30454	lhx1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-118	ntrk1	ncbigene:30546	ntrk1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-12	eef2	ncbigene:30373	eef2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-123	jak2b	ncbigene:30298	jak2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-124	ndrg3a	ncbigene:30286	ndrg3a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-125	her1	ncbigene:30287	her1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-127	eif4e1b	ncbigene:30738	eif4e1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-131	lhx3	ncbigene:30455	lhx3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-135	ihhb	ncbigene:30299	ihhb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-137	chrna1	ncbigene:30725	chrna1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-139	pou3f2a	ncbigene:30547	pou3f2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-140	pou3f3b	ncbigene:30321	pou3f3b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-142	jak1	ncbigene:30280	jak1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-143	foxd3	ncbigene:30548	foxd3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-144	her6	ncbigene:30288	her6	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-150	ddx3xb	ncbigene:30116	ddx3xb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-16	ednrba	ncbigene:30442	ednrba	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-164	spi1b	ncbigene:30117	spi1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-166	shha	ncbigene:30269	shha	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-167	en2a	ncbigene:30243	en2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-168	ccne1	ncbigene:30188	ccne1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-170	cdh11	ncbigene:30461	cdh11	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-171	tbx16l	ncbigene:30254	tbx16l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-174	ascl1b	ncbigene:30478	ascl1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-176	ccnd1	ncbigene:30222	ccnd1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-178	fgf3	ncbigene:30549	fgf3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-18	dlx2b	ncbigene:30557	dlx2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-186	efna5b	ncbigene:30223	efna5b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-188	gatd3l	ncbigene:30237	gatd3l	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-192	col2a1a	ncbigene:562496	col2a1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-196	ptch1	ncbigene:30189	ptch1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-200	mhc2dab	ncbigene:30762	mhc2dab	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-201	mhc2daa	ncbigene:368878	mhc2daa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-204	her3	ncbigene:30289	her3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-208	npy8br	ncbigene:30713	npy8br	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-212	dlx2a	ncbigene:30574	dlx2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-214	hoxd4a	ncbigene:30329	hoxd4a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-215	evx2	ncbigene:30479	evx2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-216	en1a	ncbigene:30244	en1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-220	pou3f3a	ncbigene:30386	pou3f3a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-221	desma	ncbigene:30148	desma	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-227	acvr2aa	ncbigene:553359	acvr2aa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-235	twist2	ncbigene:30395	twist2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-242	pcdh8	ncbigene:30456	pcdh8	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-249	wnt11	ncbigene:30283	wnt11	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-253	mef2ca	ncbigene:30575	mef2ca	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-255	fgfr1a	ncbigene:30705	fgfr1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-26	msx1b	ncbigene:30511	msx1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-260	gata2a	ncbigene:30480	gata2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-265	myog	ncbigene:30200	myog	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-268	gata1a	ncbigene:30481	gata1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-27	otx2a	ncbigene:30462	otx2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-274	her2	ncbigene:30300	her2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-280	dlx3b	ncbigene:30585	dlx3b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-283	egr2b	ncbigene:30190	egr2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-284	raraa	ncbigene:30680	raraa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-286	hbae4	ncbigene:563335	hbae4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-287	hbbe3	ncbigene:30596	hbbe3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-29	dla	ncbigene:30131	dla	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-290	hoxb1b	ncbigene:30374	hoxb1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-291	hoxb8b	ncbigene:30420	hoxb8b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-299	hhex	ncbigene:30098	hhex	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-304	ikzf1	ncbigene:30177	ikzf1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-306	msx3	ncbigene:30526	msx3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-307	ret	ncbigene:30512	ret	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-312	msx1a	ncbigene:30527	msx1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-320	egr1	ncbigene:30498	egr1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-321	nkx2.5	ncbigene:30696	nkx2.5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-322	msx2a	ncbigene:573620	msx2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-324	prtfdc1b	ncbigene:30765	prtfdc1b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-326	flt4	ncbigene:30121	flt4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-330	cdx4	ncbigene:798281	cdx4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-333	sox3	ncbigene:30529	sox3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-335	elf1	ncbigene:30396	elf1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-340	gata5	ncbigene:30482	gata5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-343	or64c1	ncbigene:30377	or64c1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-347	lhx1a	ncbigene:30463	lhx1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-35	tfa	ncbigene:30255	tfa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-352	wnt4	ncbigene:30123	wnt4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-36	rxrga	ncbigene:30464	rxrga	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-362	ctnnb1	ncbigene:30265	ctnnb1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-364	evx1	ncbigene:30499	evx1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-365	hoxa13b	ncbigene:30438	hoxa13b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-368	apoeb	ncbigene:30314	apoeb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-370	pou3f2b	ncbigene:30397	pou3f2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-372	pou3f1	ncbigene:30398	pou3f1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-373	gdf6a	ncbigene:566470	gdf6a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-375	tgfbr2b	ncbigene:30739	tgfbr2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-388	bmp2a	ncbigene:30631	bmp2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-389	gdf3	ncbigene:30125	gdf3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-39	cahz	ncbigene:30331	cahz	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-392	snap25b	ncbigene:30711	snap25b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-393	npy4r	ncbigene:30717	npy4r	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-395	sox11a	ncbigene:30602	sox11a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-397	prox1a	ncbigene:30679	prox1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-399	pax9	ncbigene:30558	pax9	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-40	en2b	ncbigene:30238	en2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-400	otx1	ncbigene:30500	otx1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-403	nkx2.2a	ncbigene:30697	nkx2.2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-404	foxa2	ncbigene:30126	foxa2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-406	otx2b	ncbigene:30501	otx2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-41	shhb	ncbigene:30444	shhb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-416	wnt2	ncbigene:30127	wnt2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-419	lmo2	ncbigene:30332	lmo2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-423	foxa3	ncbigene:30559	foxa3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-426	fli1	ncbigene:30619	fli1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-435	mhc1uaa	ncbigene:30759	mhc1uaa	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-436	rxrba	ncbigene:30530	rxrba	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-437	tbxta	ncbigene:30399	tbxta	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-438	npy	ncbigene:30281	npy	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-44	ptch2	ncbigene:30181	ptch2	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-440	cbfb	ncbigene:30744	cbfb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-442	gdf6b	ncbigene:30180	gdf6b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-448	dlx6a	ncbigene:30586	dlx6a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-464	kita	ncbigene:30256	kita	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-466	sox11b	ncbigene:30603	sox11b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-468	snap25a	ncbigene:30712	snap25a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-474	bmp2b	ncbigene:30632	bmp2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-476	gata4	ncbigene:30483	gata4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-481	jak2a	ncbigene:30307	jak2a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-484	lhx5	ncbigene:30465	lhx5	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-485	pou5f3	ncbigene:30333	pou5f3	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-486	stom	ncbigene:81534	stom	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-487	cfb	ncbigene:30604	cfb	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-488	fgfr4	ncbigene:100000160	fgfr4	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-492	msx2b	ncbigene:30531	msx2b	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-499	stat1a	ncbigene:30768	stat1a	oboinowl:hasDbXref	sempav:UnspecifiedMatching
zfin:ZDB-GENE-980526-501	tal1	ncbigene:30766	tal1	oboinowl:hasDbXref	sempav:UnspecifiedMatching
